birdlife_sci_name,Recording_ID,species,label_drum,labeler,unique_id_label,low_freq_range_sp,high_freq_range_sp,drumming,relative_path,index,file_nam_label,min_t,max_t,label_id,rec_from,channel,full_path,path_cd,duration_song,unique_id,English_name,order_name,family_name,song_description_collins_bird_guide,short_or_continuous_song,Country,Latitude,Longitude,Vocalization_type,species_by_labeler,centroid_f,Ht_temporal_entropy,H_waveform,H_spectrogram_mean,LFC_spectral_cover,MFC_spectral_cover,HFC_spectral_cover,Hf_spectral_entropy,number_of_freq_peaks,ACTfract_mean_proportion_of_points_above_6dB_threshold,Hf_Havrda_spectral_entropy,Hf_Renyi_spectral_entropy,Hf_pairedShannon_spectral_entropy,Hf_gamma_spectral_entropy,Hf_GiniSimpson_spectral_entropy,sm_spectral_mean,sv_spectral_var,ss_spectral_skewness,sk_spectral_kurtosis,peak_freq,peak_freq_amp_by_mean_amp,min_freq,spectral_bandwidth_50,spectral_bandwidth_90,spectral_min_or_10_quantile,spectral_max_or_90_quantile,snr_freq,num_syllables,peak_f_roi,spectral_mean_on_roi_avg_spectrum,spectral_variance_on_roi_avg_spectrum,centroid_f_roi,num_syllables_per_unit_time,syllable_duration_mean,syllable_duration_std,syllable_duration_median,syllable_duration_25percentile,syllable_duration_75percentile,syllable_duration_iqr,npvi_ioi,ugof_isochronous,ioi_duration_mean,ioi_duration_std,ioi_duration_min,ioi_duration_max,ioi_duration_median,ioi_duration_25percentile,ioi_duration_75percentile,ioi_duration_iqr,gap_duration_mean,gap_duration_std,gap_duration_min,gap_duration_max,gap_duration_median,gap_duration_25percentile,gap_duration_75percentile,gap_duration_iqr,total_len_syllables,total_length_gaps,sound_per_silence_ratio,sound_per_vocalization_ratio,scientific_name,scientificName
Anthus pratensis,-1,Meadow_Pipit,no,MB,Meadow_Pipit_cd_3,1000,12000,no,../songs_CD/CD3/Jean C. Roché - Pipit des prés - Anthus pratensis.wav,3286,Jean C. Roché - Pipit des prés - Anthus pratensis.txt,30.429974,49.175211,,cd,L,/home/mbusana/acoucene/songs_CD/CD3/Jean C. Roché - Pipit des prés - Anthus pratensis.wav,../songs_CD/CD3/Jean C. Roché - Pipit des prés - Anthus pratensis.wav,19,3,Meadow Pipit,PASSERIFORMES,MOTACILLIDAE,"Call, from bird rising with jerky springing flight, a few heated, thin ‘ist ist ist’ notes; birds flying over give similar or shorter ‘ist’, ‘ist ust’ or the like. Alarm a tremulous double note, ‘sitt-itt’ (or ‘tirri’). Song like Rock Pipit’s: series of rapidly repeated thin, piercing notes with motif changing three or four times during verse, which is fairly constant in structure, ‘zi zi zi zi zi zi zi zi zi zi zu-zu-zu-zu-zu-zu-zu-zusvisvisvisvisvi tuu tuu tuu tuu tii-svia’ (note that initial notes are higher and less ‘jangling’ than Rock Pipit’s, and that verse often ends with a slight flourish). Complete verse only in song-flight; perched bird reels off intro after intro, ‘zi zi zi zi zi…’.",short,,,,,Meadow_Pipit_MB,4306.640625,0.813674385387805,0.999418065152555,0.453150129768791,0.41467735919433,0.3564261736026,0.413964586271537,0.567491382098368,10,0.34384397729392,0.332475259959613,2.98110432815428,4.51923482880937,1408.90544926729,0.958970807891585,1.62676086511204E-05,1.81298949758798E-07,52.9444326451069,3936.44614452964,4138.30859375,3.27676827743799,22050,559.86328125,1421.19140625,3875.9765625,4909.5703125,29.2108232521342,145,4135.30859375,4.50240729202934E-05,4.14356442169428E-08,4306.640625,7.63157894736842,0.0447690344827587,0.0091116526678248,0.0435400000000001,0.0406300000000002,0.0478899999999989,0.00725999999999871,27.051256939233,0.503592,0.129019930555556,0.0669250324627047,0.0507999999999989,0.275729999999999,0.108115,0.0725600000000011,0.16544,0.092879999999999,0.0842221527777777,0.0614294001178409,0.00435999999999837,0.21768,0.0674799999999989,0.0304699999999993,0.12227,0.091800000000001,6.49151000000002,12.12799,0.535250276426681,0.341658421052632,Anthus pratensis,Anthus pratensis
Oenanthe oenanthe,-1,Northern_Wheatear,no,MB,Northern_Wheatear_cd_1,1000,12000,no,../songs_CD/CD3/Jean C. Roché - Traquet motteux - Oenanthe oenanthe.wav,3427,Jean C. Roché - Traquet motteux - Oenanthe oenanthe.txt,8.519151,11.257022,Jean C. Roché - Traquet motteux - Oenanthe oenanthe_L,cd,R,/home/mbusana/acoucene/songs_CD/CD3/Jean C. Roché - Traquet motteux - Oenanthe oenanthe.wav,../songs_CD/CD3/Jean C. Roché - Traquet motteux - Oenanthe oenanthe.wav,3,1,Northern Wheatear,PASSERIFORMES,MUSCICAPIDAE,"Call a straight whisle, like indrawn ‘hiit’, as well as a tongue-clicking ‘chack’. Song, often delivered from elevated perch (top of a rock, wire or the like) but sometimes in short song-flight, an explosive, fast, hard, chirpy and cracling verse with interwoven whistiling ‘hhit’, varying in details and hard to transcribe; sometimes contains one or two imitations of other birds. Often sings at first light and just before, but also during day.",short,,,,,Northern_Wheatear_MB,4091.30859375,0.762614431087554,0.999000620089289,0.530047992132582,0.388014138817481,0.29764353041988,0.328905413903814,0.60607570023735,31,0.268685230559126,0.332698395034473,3.13168522113683,4.76277441461152,2516.33577388312,0.964409824728899,8.73189244095712E-06,6.27207236182993E-08,63.4996566610669,5211.49173132098,4136.30859375,1.34695522155023,22050,430.6640625,2239.453125,3186.9140625,4608.10546875,21.9443165538264,21,4145.30859375,2.06113181757039E-05,8.47923503309462E-09,4091.30859375,7,0.0498938095238095,0.0156408703326224,0.0507900000000001,0.03918,0.0594999999999999,0.0203199999999999,15.6519102144557,0.46042642,0.13083,0.0418466125271808,0.06676,0.22495,0.133515,0.0972375000000002,0.154195,0.0569574999999997,0.0804005,0.038643245396188,0.04354,0.18866,0.0631299999999999,0.0533375,0.1005025,0.0471649999999999,1.04777,1.60801,0.651594206503691,0.349256666666667,Oenanthe oenanthe,Oenanthe oenanthe
Oenanthe oenanthe,-1,Northern_Wheatear,no,MB,Northern_Wheatear_cd_2,1000,12000,no,../songs_CD/CD3/Jean C. Roché - Traquet motteux - Oenanthe oenanthe.wav,3428,Jean C. Roché - Traquet motteux - Oenanthe oenanthe.txt,12.317423,13.839128,,cd,L,/home/mbusana/acoucene/songs_CD/CD3/Jean C. Roché - Traquet motteux - Oenanthe oenanthe.wav,../songs_CD/CD3/Jean C. Roché - Traquet motteux - Oenanthe oenanthe.wav,2,2,Northern Wheatear,PASSERIFORMES,MUSCICAPIDAE,"Call a straight whisle, like indrawn ‘hiit’, as well as a tongue-clicking ‘chack’. Song, often delivered from elevated perch (top of a rock, wire or the like) but sometimes in short song-flight, an explosive, fast, hard, chirpy and cracling verse with interwoven whistiling ‘hhit’, varying in details and hard to transcribe; sometimes contains one or two imitations of other birds. Often sings at first light and just before, but also during day.",short,,,,,Northern_Wheatear_MB,4263.57421875,0.631623048081128,0.99928524814368,0.459679455290893,0.353391472868217,0.287364341085271,0.304122167881026,0.428727478396488,34,0.232603561046512,0.329976642001149,2.29909361203051,3.62677819481531,759.204078879744,0.908038551552136,7.46993561710303E-06,1.16829280863787E-07,71.2533096899795,5784.65674848565,4380.70703125,3.22177361002727,22050,172.265625,559.86328125,4134.375,4435.83984375,22.8005803844439,11,4338.640625,1.79837245750581E-05,1.64842267884559E-08,4306.640625,5.5,0.0548845454545454,0.0188559530990276,0.05225,0.04934,0.0537,0.00436000000000006,16.2454246802742,0.7546453,0.13961,0.048775909627602,0.08417,0.25542,0.128435,0.1034025,0.1592775,0.055875,0.084026,0.0338118713472058,0.0449900000000001,0.14802,0.075465,0.0562375,0.105215,0.0489775,0.60373,0.84026,0.60373,0.301865,Oenanthe oenanthe,Oenanthe oenanthe
Oenanthe oenanthe,-1,Northern_Wheatear,no,MB,Northern_Wheatear_cd_3,1000,12000,no,../songs_CD/CD3/Jean C. Roché - Traquet motteux - Oenanthe oenanthe.wav,3429,Jean C. Roché - Traquet motteux - Oenanthe oenanthe.txt,15.696327,17.050285,,cd,L,/home/mbusana/acoucene/songs_CD/CD3/Jean C. Roché - Traquet motteux - Oenanthe oenanthe.wav,../songs_CD/CD3/Jean C. Roché - Traquet motteux - Oenanthe oenanthe.wav,1,3,Northern Wheatear,PASSERIFORMES,MUSCICAPIDAE,"Call a straight whisle, like indrawn ‘hiit’, as well as a tongue-clicking ‘chack’. Song, often delivered from elevated perch (top of a rock, wire or the like) but sometimes in short song-flight, an explosive, fast, hard, chirpy and cracling verse with interwoven whistiling ‘hhit’, varying in details and hard to transcribe; sometimes contains one or two imitations of other birds. Often sings at first light and just before, but also during day.",short,,,,,Northern_Wheatear_MB,4134.375,0.764371915846841,0.998689605592011,0.437974948806303,0.369219022687609,0.309262029419098,0.301957171426645,0.480841958158706,30,0.247305505562827,0.329461811814428,2.22774770159924,3.95356377573308,1461.59986074331,0.912034992973615,1.32419093353588E-05,2.49441854663209E-07,68.6334698768796,5559.22745044803,4344.640625,4.68544811798905,22050,215.33203125,1421.19140625,3660.64453125,4392.7734375,23.0570696251626,11,4344.640625,2.82882434654085E-05,3.50013412040817E-08,4134.375,11,0.0529045454545455,0.0157284667807364,0.0537,0.0413600000000001,0.0595,0.01814,12.1629249586166,0.5057101,0.124663,0.0326362470422076,0.08127,0.1698,0.12844,0.0932425,0.1487525,0.05551,0.070386,0.0291788472013547,0.0362799999999999,0.1161,0.054425,0.048255,0.09578,0.047525,0.58195,0.70386,0.58195,0.58195,Oenanthe oenanthe,Oenanthe oenanthe
Oenanthe oenanthe,-1,Northern_Wheatear,no,MB,Northern_Wheatear_cd_4,1000,12000,no,../songs_CD/CD3/Jean C. Roché - Traquet motteux - Oenanthe oenanthe.wav,3430,Jean C. Roché - Traquet motteux - Oenanthe oenanthe.txt,19.19505,20.632882,,cd,L,/home/mbusana/acoucene/songs_CD/CD3/Jean C. Roché - Traquet motteux - Oenanthe oenanthe.wav,../songs_CD/CD3/Jean C. Roché - Traquet motteux - Oenanthe oenanthe.wav,1,4,Northern Wheatear,PASSERIFORMES,MUSCICAPIDAE,"Call a straight whisle, like indrawn ‘hiit’, as well as a tongue-clicking ‘chack’. Song, often delivered from elevated perch (top of a rock, wire or the like) but sometimes in short song-flight, an explosive, fast, hard, chirpy and cracling verse with interwoven whistiling ‘hhit’, varying in details and hard to transcribe; sometimes contains one or two imitations of other birds. Often sings at first light and just before, but also during day.",short,,,,,Northern_Wheatear_MB,3875.9765625,0.761438607149258,0.998676759714817,0.407219838138359,0.367918719211823,0.341027445460943,0.362534091629844,0.561061912346757,34,0.286695658866995,0.332207897455006,2.84548629114685,4.47622689494771,1689.91309270972,0.953457669481287,1.95648043635168E-05,2.92535285116505E-07,71.8018740646063,6343.2672587596,4179.375,3.00905191708753,22050,473.73046875,1636.5234375,3273.046875,4392.7734375,23.6439051752782,14,4178.375,4.19124361720854E-05,4.20163598549155E-08,3919.04296875,14,0.0459207142857143,0.0108702554384294,0.045715,0.0380925,0.0504275000000001,0.0123350000000001,14.7676509267754,0.38893124,0.103708461538462,0.0339949208527831,0.06386,0.19592,0.09578,0.07982,0.11465,0.03483,0.0579392307692308,0.0298374213831038,0.0145199999999999,0.14368,0.0537,0.04209,0.0595,0.01741,0.64289,0.75321,0.64289,0.64289,Oenanthe oenanthe,Oenanthe oenanthe
Oenanthe oenanthe,-1,Northern_Wheatear,no,MB,Northern_Wheatear_cd_5,1000,12000,no,../songs_CD/CD3/Jean C. Roché - Traquet motteux - Oenanthe oenanthe.wav,3431,Jean C. Roché - Traquet motteux - Oenanthe oenanthe.txt,22.076704,23.280888,,cd,L,/home/mbusana/acoucene/songs_CD/CD3/Jean C. Roché - Traquet motteux - Oenanthe oenanthe.wav,../songs_CD/CD3/Jean C. Roché - Traquet motteux - Oenanthe oenanthe.wav,1,5,Northern Wheatear,PASSERIFORMES,MUSCICAPIDAE,"Call a straight whisle, like indrawn ‘hiit’, as well as a tongue-clicking ‘chack’. Song, often delivered from elevated perch (top of a rock, wire or the like) but sometimes in short song-flight, an explosive, fast, hard, chirpy and cracling verse with interwoven whistiling ‘hhit’, varying in details and hard to transcribe; sometimes contains one or two imitations of other birds. Often sings at first light and just before, but also during day.",short,,,,,Northern_Wheatear_MB,4091.30859375,0.796016917129888,0.997408748672958,0.392678808254808,0.379670599803343,0.351271245961511,0.382594604175371,0.487572952278155,32,0.31757005899705,0.331000161148189,2.48095709791059,4.0043124874466,1155.41042784932,0.927817131242502,3.00182646195644E-05,6.1488503430212E-07,45.1383566852359,2376.02779636579,4183.375,5.32882183067652,22050,258.3984375,1162.79296875,3789.84375,4392.7734375,21.4179717716047,8,4180.375,8.56524293426361E-05,3.00245502309521E-07,4134.375,8,0.044625,0.0170436490056728,0.047165,0.035555,0.055505,0.0199500000000001,18.9694888844294,0.53611845,0.108014285714286,0.0240451015843993,0.0566,0.13351,0.1103,0.101585,0.12626,0.024675,0.0617828571428572,0.01051922283154,0.04354,0.07257,0.06531,0.055145,0.070385,0.01524,0.357,0.43248,0.357,0.357,Oenanthe oenanthe,Oenanthe oenanthe
Oenanthe oenanthe,-1,Northern_Wheatear,no,MB,Northern_Wheatear_cd_6,1000,12000,no,../songs_CD/CD3/Jean C. Roché - Traquet motteux - Oenanthe oenanthe.wav,3432,Jean C. Roché - Traquet motteux - Oenanthe oenanthe.txt,26.821548,28.247397,,cd,L,/home/mbusana/acoucene/songs_CD/CD3/Jean C. Roché - Traquet motteux - Oenanthe oenanthe.wav,../songs_CD/CD3/Jean C. Roché - Traquet motteux - Oenanthe oenanthe.wav,1,6,Northern Wheatear,PASSERIFORMES,MUSCICAPIDAE,"Call a straight whisle, like indrawn ‘hiit’, as well as a tongue-clicking ‘chack’. Song, often delivered from elevated perch (top of a rock, wire or the like) but sometimes in short song-flight, an explosive, fast, hard, chirpy and cracling verse with interwoven whistiling ‘hhit’, varying in details and hard to transcribe; sometimes contains one or two imitations of other birds. Often sings at first light and just before, but also during day.",short,,,,,Northern_Wheatear_MB,4005.17578125,0.763909848448987,0.998923036872152,0.450281935306518,0.420708955223881,0.347500592276712,0.374703734546153,0.569598091282259,34,0.318772349191542,0.332548871493301,3.02595017035622,4.53265372640185,1543.76148359062,0.959443685443656,1.09596476239233E-05,6.08107139339622E-08,49.1987288411197,3016.12781309934,4603.0390625,1.74021294626354,22050,775.1953125,1722.65625,3186.9140625,4608.10546875,28.5255693661208,9,4587.0390625,2.9341354078809E-05,1.88570626381531E-08,4091.30859375,9,0.0532111111111111,0.0132998810562768,0.0551400000000001,0.03918,0.0595,0.02032,28.589327393789,0.6162664,0.16127,0.0860320353124346,0.0551499999999999,0.34976,0.14077,0.105575,0.2006325,0.0950575,0.106125,0.0813146615008634,0.0188699999999999,0.29461,0.07619,0.0555125,0.1331525,0.0776399999999999,0.4789,0.849,0.4789,0.4789,Oenanthe oenanthe,Oenanthe oenanthe
Oenanthe oenanthe,-1,Northern_Wheatear,no,MB,Northern_Wheatear_cd_7,1000,12000,no,../songs_CD/CD3/Jean C. Roché - Traquet motteux - Oenanthe oenanthe.wav,3433,Jean C. Roché - Traquet motteux - Oenanthe oenanthe.txt,29.775093,30.242389,,cd,L,/home/mbusana/acoucene/songs_CD/CD3/Jean C. Roché - Traquet motteux - Oenanthe oenanthe.wav,../songs_CD/CD3/Jean C. Roché - Traquet motteux - Oenanthe oenanthe.wav,0,7,Northern Wheatear,PASSERIFORMES,MUSCICAPIDAE,"Call a straight whisle, like indrawn ‘hiit’, as well as a tongue-clicking ‘chack’. Song, often delivered from elevated perch (top of a rock, wire or the like) but sometimes in short song-flight, an explosive, fast, hard, chirpy and cracling verse with interwoven whistiling ‘hhit’, varying in details and hard to transcribe; sometimes contains one or two imitations of other birds. Often sings at first light and just before, but also during day.",short,,,,,Northern_Wheatear_MB,4220.5078125,0.892005169410452,0.997641039241985,0.496066787577645,0.326171875,0.280952380952381,0.277930525751073,0.571412709067921,35,0.192459106445313,0.332506041175678,2.9993701812947,4.54360859060512,1687.65916155153,0.958759450403163,1.14399748372886E-05,9.07592620645251E-09,18.7423975433659,542.904215744765,4077.2421875,1.0900549396589,22050,387.59765625,1679.58984375,3832.91015625,4737.3046875,4.15021596932243,2,4068.17578125,1.8664295397811E-05,8.66913322941899E-09,4263.57421875,2,0.085625,0.0266791388541684,0.085625,0.0761925,0.0950575,0.018865,0,0,0.19737,0,0.19737,0.19737,0.19737,0.19737,0.19737,0,0.13061,0,0.13061,0.13061,0.13061,0.13061,0.13061,0,0.17125,0.13061,0.17125,0.17125,Oenanthe oenanthe,Oenanthe oenanthe
Oenanthe oenanthe,-1,Northern_Wheatear,no,MB,Northern_Wheatear_cd_8,1000,12000,no,../songs_CD/CD3/Jean C. Roché - Traquet motteux - Oenanthe oenanthe.wav,3434,Jean C. Roché - Traquet motteux - Oenanthe oenanthe.txt,31.877922,33.789039,,cd,L,/home/mbusana/acoucene/songs_CD/CD3/Jean C. Roché - Traquet motteux - Oenanthe oenanthe.wav,../songs_CD/CD3/Jean C. Roché - Traquet motteux - Oenanthe oenanthe.wav,2,8,Northern Wheatear,PASSERIFORMES,MUSCICAPIDAE,"Call a straight whisle, like indrawn ‘hiit’, as well as a tongue-clicking ‘chack’. Song, often delivered from elevated perch (top of a rock, wire or the like) but sometimes in short song-flight, an explosive, fast, hard, chirpy and cracling verse with interwoven whistiling ‘hhit’, varying in details and hard to transcribe; sometimes contains one or two imitations of other birds. Often sings at first light and just before, but also during day.",short,,,,,Northern_Wheatear_MB,3359.1796875,0.855543175700696,0.997730252406085,0.377842885274504,0.36660505237215,0.331819382096646,0.347084163010797,0.580837217481405,31,0.272506065157116,0.332760714422337,3.18333892531905,4.60536344477975,1631.37545801082,0.964413914290348,2.50760754596505E-05,2.07539516757178E-07,36.9973934877597,1778.86776857719,2889.3828125,2.29119073371961,22050,1119.7265625,1679.58984375,2670.1171875,4134.375,22.1638053664805,12,2893.3828125,5.60524367232963E-05,5.91641694839376E-08,3359.1796875,6,0.0605891666666667,0.0231126633760225,0.06385,0.0475275000000001,0.0743749999999999,0.0268474999999998,21.5739501992017,0.5387577,0.135098181818182,0.0424840380331638,0.03773,0.21188,0.13497,0.12626,0.14585,0.0195900000000001,0.0728272727272727,0.029418219799953,0.02612,0.14513,0.06531,0.0580499999999999,0.0856249999999999,0.027575,0.72707,0.8011,0.72707,0.363535,Oenanthe oenanthe,Oenanthe oenanthe
Oenanthe oenanthe,-1,Northern_Wheatear,no,MB,Northern_Wheatear_cd_9,1000,12000,no,../songs_CD/CD3/Jean C. Roché - Traquet motteux - Oenanthe oenanthe.wav,3435,Jean C. Roché - Traquet motteux - Oenanthe oenanthe.txt,36.08957,37.785013,,cd,L,/home/mbusana/acoucene/songs_CD/CD3/Jean C. Roché - Traquet motteux - Oenanthe oenanthe.wav,../songs_CD/CD3/Jean C. Roché - Traquet motteux - Oenanthe oenanthe.wav,2,9,Northern Wheatear,PASSERIFORMES,MUSCICAPIDAE,"Call a straight whisle, like indrawn ‘hiit’, as well as a tongue-clicking ‘chack’. Song, often delivered from elevated perch (top of a rock, wire or the like) but sometimes in short song-flight, an explosive, fast, hard, chirpy and cracling verse with interwoven whistiling ‘hhit’, varying in details and hard to transcribe; sometimes contains one or two imitations of other birds. Often sings at first light and just before, but also during day.",short,,,,,Northern_Wheatear_MB,3832.91015625,0.856308598968338,0.997796766369607,0.400587276487859,0.33794363256785,0.348414355303708,0.33955755463367,0.602382130542495,31,0.268438478601253,0.332854395377498,3.27266360440111,4.74183072443224,1895.42309337039,0.96844319205953,2.94549949682876E-05,3.36124494927292E-07,48.4863442458462,3274.68600721704,3999.109375,1.98386135710327,22050,1033.59375,2153.3203125,2928.515625,4780.37109375,19.2878740449286,14,4054.17578125,6.05699539648309E-05,6.39040186546247E-08,3832.91015625,7,0.0494435714285714,0.0177768430212509,0.0507899999999999,0.0388175,0.0580475,0.01923,21.9108421552273,0.5255964,0.120118461538462,0.0526745766798593,0.0449899999999999,0.23365,0.1132,0.07546,0.15093,0.07547,0.0706669230769231,0.0430416528822981,0.00726000000000004,0.14948,0.0609500000000001,0.03338,0.10594,0.0725600000000001,0.69221,0.91867,0.69221,0.346105,Oenanthe oenanthe,Oenanthe oenanthe
Emberiza hortulana,-1,Ortolan_Bunting,no,MB,Ortolan_Bunting_cd_1,1000,12000,no,../songs_CD/CD4/Jean C. Roché - Bruant ortolan - Emberiza hortulana.wav,3436,Jean C. Roché - Bruant ortolan - Emberiza hortulana.txt,11.734139,12.578698,Jean C. Roché - Bruant ortolan - Emberiza hortulana_L,cd,L,/home/mbusana/acoucene/songs_CD/CD4/Jean C. Roché - Bruant ortolan - Emberiza hortulana.wav,../songs_CD/CD4/Jean C. Roché - Bruant ortolan - Emberiza hortulana.wav,1,1,Ortolan Bunting,PASSERIFORMES,EMBERIZIDAE,"call a metallic, almost disyllabic ‘sli-e’, also a short and slightly jolting, at distance almost clicking, ‘chu’; these two are given alternatively at circa2-sec. Intervals, e.g. on nocturnal passage. Also has a flatter clicking ‘plett’, e.g. when flushed. Song a plain verse with typically ringing tone and with repeated theme changed a good halfway through; can sound like an echo, ‘sru-sru-sru-sru-dru-dru-dru’ or ‘sia sia sia dru dru’; the echoing notes are often lower. Mountain-dwelling Ortolans of S Europe have the ringing tone in the first stage but generally cut short the second part to a single, slightly bent, drawn-out final note, ‘sru-sru-sru-sru-chuuuy’ (so confusion risk with Cretzschmar’s can arise: see latter).",medium,,,,,Ortolan_Bunting_MB,4565.0390625,0.80938113734111,0.995802669445644,0.270337807482194,0.332097457627119,0.334180790960452,0.363061031497781,0.396273758908114,23,0.272709216101695,0.327033397516483,1.98430177238498,3.40935035891381,361.756644807509,0.881444140720073,6.00441272445194E-05,2.76971258856538E-06,42.8077326787833,2133.07499525057,5007.63671875,15.3866671284766,22050,129.19921875,2325.5859375,2885.44921875,5081.8359375,35.3884171040477,6,5010.63671875,0.000150370185718191,1.66906256400287E-06,4608.10546875,6,0.049825,0.0102043809219374,0.04934,0.04172,0.0580475,0.0163275,33.1527511152589,0.46972403,0.12829,0.0470380662867852,0.08417,0.20317,0.0986900000000001,0.09143,0.16399,0.07256,0.08098,0.0403377396491177,0.04354,0.14948,0.0537,0.05369,0.10449,0.0508,0.29895,0.4049,0.29895,0.29895,Emberiza hortulana,Emberiza hortulana
Emberiza hortulana,-1,Ortolan_Bunting,no,MB,Ortolan_Bunting_cd_10,1000,12000,no,../songs_CD/CD4/Jean C. Roché - Bruant ortolan - Emberiza hortulana.wav,3445,Jean C. Roché - Bruant ortolan - Emberiza hortulana.txt,43.079984,44.709311,,cd,L,/home/mbusana/acoucene/songs_CD/CD4/Jean C. Roché - Bruant ortolan - Emberiza hortulana.wav,../songs_CD/CD4/Jean C. Roché - Bruant ortolan - Emberiza hortulana.wav,2,10,Ortolan Bunting,PASSERIFORMES,EMBERIZIDAE,"call a metallic, almost disyllabic ‘sli-e’, also a short and slightly jolting, at distance almost clicking, ‘chu’; these two are given alternatively at circa2-sec. Intervals, e.g. on nocturnal passage. Also has a flatter clicking ‘plett’, e.g. when flushed. Song a plain verse with typically ringing tone and with repeated theme changed a good halfway through; can sound like an echo, ‘sru-sru-sru-sru-dru-dru-dru’ or ‘sia sia sia dru dru’; the echoing notes are often lower. Mountain-dwelling Ortolans of S Europe have the ringing tone in the first stage but generally cut short the second part to a single, slightly bent, drawn-out final note, ‘sru-sru-sru-sru-chuuuy’ (so confusion risk with Cretzschmar’s can arise: see latter).",medium,,,,,Ortolan_Bunting_MB,3660.64453125,0.87243937027947,0.998176209134303,0.331016481337046,0.333242753623188,0.307132505175983,0.339867512595634,0.572470047247726,27,0.236752717391304,0.33262644822327,3.07801506002528,4.55181671414567,1373.31650389685,0.961857451219771,2.71283363389801E-05,2.40496857159356E-07,37.126851462541,1923.81454152966,3158.78125,3.05948845216019,22050,775.1953125,1981.0546875,3057.71484375,4521.97265625,25.6539251008322,12,3149.78125,5.48925601673932E-05,6.12255048646549E-08,3660.64453125,6,0.05539,0.0175103501860004,0.05515,0.038825,0.0660275,0.0272024999999999,22.8456437504541,0.4977597,0.129557272727273,0.0448003295626898,0.07256,0.23801,0.12335,0.092155,0.14803,0.055875,0.0753327272727273,0.0397612660057519,0.0435300000000001,0.18286,0.0566,0.053695,0.080545,0.02685,0.66468,0.82866,0.66468,0.33234,Emberiza hortulana,Emberiza hortulana
Emberiza hortulana,-1,Ortolan_Bunting,no,MB,Ortolan_Bunting_cd_11,1000,12000,no,../songs_CD/CD4/Jean C. Roché - Bruant ortolan - Emberiza hortulana.wav,3446,Jean C. Roché - Bruant ortolan - Emberiza hortulana.txt,45.920094,47.646582,,cd,L,/home/mbusana/acoucene/songs_CD/CD4/Jean C. Roché - Bruant ortolan - Emberiza hortulana.wav,../songs_CD/CD4/Jean C. Roché - Bruant ortolan - Emberiza hortulana.wav,2,11,Ortolan Bunting,PASSERIFORMES,EMBERIZIDAE,"call a metallic, almost disyllabic ‘sli-e’, also a short and slightly jolting, at distance almost clicking, ‘chu’; these two are given alternatively at circa2-sec. Intervals, e.g. on nocturnal passage. Also has a flatter clicking ‘plett’, e.g. when flushed. Song a plain verse with typically ringing tone and with repeated theme changed a good halfway through; can sound like an echo, ‘sru-sru-sru-sru-dru-dru-dru’ or ‘sia sia sia dru dru’; the echoing notes are often lower. Mountain-dwelling Ortolans of S Europe have the ringing tone in the first stage but generally cut short the second part to a single, slightly bent, drawn-out final note, ‘sru-sru-sru-sru-chuuuy’ (so confusion risk with Cretzschmar’s can arise: see latter).",medium,,,,,Ortolan_Bunting_MB,3574.51171875,0.860218672000223,0.998264532985701,0.350615058583098,0.340078551912568,0.315456674473068,0.339768169985225,0.560096666163763,25,0.258801069415984,0.332537746633181,3.01890921960414,4.47311207951151,1328.31085653168,0.95891959266615,2.81579102779035E-05,2.97324800146507E-07,37.3135929645309,1842.90785733159,3188.84765625,3.37293503225422,22050,775.1953125,1679.58984375,3014.6484375,4091.30859375,24.6261058972403,13,3177.84765625,5.93148170875505E-05,7.50751783862608E-08,3574.51171875,6.5,0.05258,0.013997264613726,0.05515,0.0435399999999999,0.06386,0.0203200000000001,19.5648102896715,0.5070052,0.132668333333333,0.0423106002938061,0.08562,0.23656,0.123355,0.10775,0.1382325,0.0304825,0.0815116666666667,0.0392286659288275,0.04789,0.18141,0.06168,0.058775,0.0946975,0.0359225,0.68354,0.97814,0.68354,0.34177,Emberiza hortulana,Emberiza hortulana
